,trip_id,passenger_id,pickup_lat,pickup_long,dropoff_lat,dropoff_long,actual_pickup_time,pickup_time,drop_time,Trip purpose
36291,188713181,f7e5e3bb1ef628c0039870e9560d4a20707f0b1e2f5475956e69cebd725d445b,6.846749782562256,79.93879699707031,6.899109840393066,79.87220001220703,2019-11-05 07:48:00,2019-11-05 07:41:00,2019-11-05 08:42:00,education
36292,188713236,bf491b8f08f27a2f96a06545f50cd1857f9113990f44eb9cf9b53b4008fe1f2e,6.885960102081299,79.8917007446289,6.891310214996338,79.86720275878906,2019-11-05 07:47:00,2019-11-05 07:41:00,2019-11-05 08:10:00,education
36296,188713294,2897b1ef352cbd8ba172d8a663b4fb51469ec560812e04d3165043dbe182cf6b,6.903329849243164,79.87460327148438,6.90811014175415,79.85050201416016,2019-11-05 07:50:00,2019-11-05 07:42:00,2019-11-05 08:04:00,education
36298,188713315,e8f855f70ad2a0f949c3376210961dcb791cd74f5de9bbd828f6da13d96cd25c,6.8785200119018555,79.89710235595703,6.900990009307861,79.8510971069336,2019-11-05 07:50:00,2019-11-05 07:42:00,2019-11-05 08:34:00,education
36300,188713410,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.903580188751221,79.877197265625,6.917399883270264,79.875,2019-11-05 07:42:00,2019-11-05 07:42:00,2019-11-05 07:53:00,education
36301,188713415,5d39327f80d0087720569ad71ddedcb75f885bb748dc4cde7e7ae54bd7866f76,6.911620140075684,79.90409851074219,6.883769989013672,79.8760986328125,2019-11-05 07:49:00,2019-11-05 07:42:00,2019-11-05 08:25:00,education
36305,188713461,b0972eb8360d479ce1a76288d7a72069bdc781ca3b121584aa683616a3c2382c,6.874060153961182,79.86900329589844,6.8798699378967285,79.85970306396484,2019-11-05 07:48:00,2019-11-05 07:42:00,2019-11-05 07:56:00,education
36306,188713472,3093134369154c0a32366ba7715058a4afc7f244f4368019cf21f0b053be9761,6.8194499015808105,79.8677978515625,6.905340194702148,79.85369873046875,2019-11-05 07:48:00,2019-11-05 07:42:00,2019-11-05 08:22:00,education
36310,188713546,3afc6653c7e1eeb64610770525421befbb01c3f34dd8acfda3a6c7e471e5b1db,6.838200092315674,79.9104995727539,6.9077301025390625,79.88739776611328,2019-11-05 07:55:00,2019-11-05 07:43:00,2019-11-05 08:38:00,education
36314,188713603,0449b3696f10055d3345cd2121778f715e040af4c03a1bbba277255916e3f01e,6.7961602210998535,79.88200378417969,6.916880130767822,79.8478012084961,2019-11-05 07:51:00,2019-11-05 07:43:00,2019-11-05 08:43:00,education
36317,188713623,c6b143d7a4fba6a32f625b2659242f2b5cb9f352002dc782753b529de4845e02,6.896699905395508,79.88200378417969,6.891459941864014,79.87100219726562,2019-11-05 07:52:00,2019-11-05 07:43:00,2019-11-05 08:05:00,education
36321,188713684,248673b18fcdf7ad9d73850c574f8b2967a40b84dced4ee2fad31d9344f785eb,6.798920154571533,79.89029693603516,6.8801798820495605,79.85970306396484,2019-11-05 07:54:00,2019-11-05 07:44:00,2019-11-05 08:38:00,education
36326,188713715,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.857399940490723,79.86489868164062,6.903170108795166,79.87000274658203,2019-11-05 07:44:00,2019-11-05 07:44:00,2019-11-05 08:06:00,education
36330,188713883,e5a9690a14a547814182a87da968f06a8181ba99577e90d365fe66dd46f0aa2b,6.833169937133789,79.91470336914062,6.884089946746826,79.9010009765625,2019-11-05 07:55:00,2019-11-05 07:45:00,2019-11-05 08:30:00,education
36332,188713904,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.92963981628418,79.86479949951172,6.915060043334961,79.8772964477539,2019-11-05 07:45:00,2019-11-05 07:45:00,2019-11-05 07:56:00,education
36333,188713929,64473b213a27f96193eb680793b3df407dc2b5760386704fae44c4c7d8bae681,6.853919982910156,79.87000274658203,6.9179301261901855,79.86940002441406,2019-11-05 07:54:00,2019-11-05 07:45:00,2019-11-05 08:28:00,education
36334,188713938,65e905ea4341e1d98c5b8b693d91b9a6929bb7f336779a413ff007644184a2cd,6.942840099334717,79.86959838867188,6.908599853515625,79.8926010131836,2019-11-05 07:53:00,2019-11-05 07:45:00,2019-11-05 08:25:00,education
36336,188713944,52cf8eddc91efbcaf726157c0f08434ba01a6b9b03b7531f991e7a95b430d820,6.898719787597656,79.88099670410156,6.8809099197387695,79.86969757080078,2019-11-05 07:52:00,2019-11-05 07:45:00,2019-11-05 08:13:00,education
36338,188713957,cfc65cf4433f9435897c3bf8af647ce7c16822782cadd0458a8173603d20fcfa,6.916590213775635,79.86299896240234,6.918479919433594,79.87110137939453,2019-11-05 07:49:00,2019-11-05 07:45:00,2019-11-05 07:56:00,education
36345,188714208,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.845059871673584,79.89080047607422,6.86214017868042,79.88150024414062,2019-11-05 07:47:00,2019-11-05 07:46:00,2019-11-05 08:13:00,education
36346,188714223,149fd57da488096f09a15c492e30ec5421cd8242987f6c41564c4640b2a8c225,6.846059799194336,79.9229965209961,6.85122013092041,79.86689758300781,2019-11-05 08:05:00,2019-11-05 07:47:00,2019-11-05 08:31:00,education
36349,188714283,a8115a405a5dc43cb69b5af04b55c75c5cf35c4ede01cf55d66a9c5bd1429bd2,6.879059791564941,79.86699676513672,6.920400142669678,79.86949920654297,2019-11-05 07:57:00,2019-11-05 07:47:00,2019-11-05 08:23:00,education
36351,188714308,2162a85ad53ba5155a63f0c13ff9536a7ff3a23888767d01b3e586232330220c,6.850059986114502,79.86900329589844,6.9130401611328125,79.85540008544922,2019-11-05 07:50:00,2019-11-05 07:47:00,2019-11-05 08:19:00,education
36353,188714319,2a7185fd600ecd7bd4b998bc7dbf460bd0dd2f1b9529ebdf0f662a48be746642,6.8719000816345215,79.86949920654297,6.88886022567749,79.8761978149414,2019-11-05 08:02:00,2019-11-05 07:47:00,2019-11-05 08:18:00,education
36354,188714332,9d8ab64ea5e67f793dc687b154bd053d053f353ad9fcf22a9306e906441260db,6.932849884033203,79.84190368652344,6.918570041656494,79.87110137939453,2019-11-05 07:59:00,2019-11-05 07:47:00,2019-11-05 08:25:00,education
36355,188714370,51e7e9fafd1e3e59a5bff3af9d3fee83767e8b08ea7e6e4b44a6284398cd7e52,6.86775016784668,79.87470245361328,6.898600101470947,79.87640380859375,2019-11-05 07:56:00,2019-11-05 07:47:00,2019-11-05 08:20:00,education
36357,188714385,2336d22fa568ffe52b6f8d66893ad872e7bc6177270d33819523983a6b04998e,6.896979808807373,79.85420227050781,6.898839950561523,79.87239837646484,2019-11-05 07:54:00,2019-11-05 07:47:00,2019-11-05 08:07:00,education
36362,188714487,4b0dc73089e05be407416ffbe1976b6329dc5a3178e178ca91636209ade42ed7,6.942550182342529,79.87840270996094,6.907569885253906,79.8727035522461,2019-11-05 07:57:00,2019-11-05 07:48:00,2019-11-05 08:19:00,education
36363,188714512,7ff6de0345c55d7b00fc65b1578ac40485ed156e32d08909ef6305c833ccdb46,6.923980236053467,79.8738021850586,6.886710166931152,79.90290069580078,2019-11-05 07:57:00,2019-11-05 07:48:00,2019-11-05 08:34:00,education
36365,188714543,209ff91a69c56c38bf2d1eb11768c8f6b1d5e791bedfde1444fc5a97599a2272,6.8127899169921875,79.91400146484375,6.908559799194336,79.85250091552734,2019-11-05 08:06:00,2019-11-05 07:48:00,2019-11-05 08:58:00,education
36366,188714557,d09b89a2b01189d7eaf583f79d1c6ab61e06423f31542bb2cca44cfc2bca4976,6.846859931945801,79.92160034179688,6.894000053405762,79.86620330810547,2019-11-05 08:00:00,2019-11-05 07:48:00,2019-11-05 08:53:00,education
36367,188714565,74f89477e876be7ae9a3203fdfd109ca3b2f9236208bf80d0c312248e9df690d,6.8653998374938965,79.86289978027344,6.9114298820495605,79.86699676513672,2019-11-05 07:55:00,2019-11-05 07:48:00,2019-11-05 08:16:00,education
36369,188714584,885fe5ca6f6380540d235ec76d69b9ad396660976e6b07e7536a7abe87f2607a,6.858409881591797,79.88600158691406,6.867859840393066,79.8855972290039,2019-11-05 07:57:00,2019-11-05 07:48:00,2019-11-05 08:09:00,education
36376,188714748,5181526753d61e241d37972da1ed969a693f11699d3aa4f949feeca837c0bb00,6.8480401039123535,79.8646011352539,6.896420001983643,79.8594970703125,2019-11-05 08:02:00,2019-11-05 07:49:00,2019-11-05 08:22:00,education
36378,188714838,0a891baa2b54b9bd4f4d05ceff34e36b426802aab65a9fa24f3990df162a8926,6.801919937133789,79.93190002441406,6.895259857177734,79.86070251464844,2019-11-05 07:58:00,2019-11-05 07:50:00,2019-11-05 08:44:00,education
36379,188714843,fcf0100beef9fce73ac4e940a7c379b394646fb1db2398a3bf473a3b15e4d491,6.897200107574463,79.85420227050781,6.901440143585205,79.85919952392578,2019-11-05 07:52:00,2019-11-05 07:50:00,2019-11-05 07:57:00,education
36386,188714985,11893476e38144c31367a1d112c1e05093370dc2e1147bbf774329406cd7f8f7,6.870200157165527,79.8727035522461,6.91372013092041,79.85220336914062,2019-11-05 07:55:00,2019-11-05 07:50:00,2019-11-05 08:21:00,education
36390,188715081,9a8b7470381e2b0017da12d4fea94fc4880fba4a0035ab80bb4a20d0b36b82ab,6.810160160064697,79.89240264892578,6.906219959259033,79.85160064697266,2019-11-05 07:56:00,2019-11-05 07:51:00,2019-11-05 08:38:00,education
36394,188715144,520a96322a7102210df34b7ba39f0b4baab61a3ed97482235fcdc23a0ac787da,6.885409832000732,79.86219787597656,6.899640083312988,79.8770980834961,2019-11-05 07:56:00,2019-11-05 07:51:00,2019-11-05 08:05:00,education
36399,188715240,6516332ebb88b508424ee05c1b602d7b575e993438441b74b3571ba4cf607587,6.920660018920898,79.8677978515625,6.90185022354126,79.86190032958984,2019-11-05 07:59:00,2019-11-05 07:52:00,2019-11-05 08:07:00,education
36400,188715244,702b1048178388297b679b25bc4645eb988bcf20ba4926b1b54483ae4a0e0b1f,6.840760231018066,79.88369750976562,6.888360023498535,79.85800170898438,2019-11-05 08:01:00,2019-11-05 07:52:00,2019-11-05 08:25:00,education
36401,188715256,57f3f0c2eda81da38f170986581d6f5fb9d139d5346fc61b4b1ef475932ab776,6.844319820404053,79.93820190429688,6.894539833068848,79.85990142822266,2019-11-05 08:03:00,2019-11-05 07:52:00,2019-11-05 08:52:00,education
36406,188715371,d043dccbe99c170b01caff0613cc59a887eb65043a364d312f028c2c5bffa1df,6.924860000610352,79.864501953125,6.904510021209717,79.85189819335938,2019-11-05 07:59:00,2019-11-05 07:52:00,2019-11-05 08:23:00,education
36417,188715579,8c128f286b03ec3fc58bb432a9774e82eaa6ec62c9f8d202b8d4d36b0d3aea5c,6.869619846343994,79.86129760742188,6.906179904937744,79.85140228271484,2019-11-05 08:02:00,2019-11-05 07:54:00,2019-11-05 08:12:00,education
36419,188715617,fd8d7f1a5e177b22dd3d0e79ad6326dbe7893cf79fc348ceb6f7fb9de3bc65ef,6.905930042266846,79.85220336914062,6.911359786987305,79.8759994506836,2019-11-05 08:00:00,2019-11-05 07:54:00,2019-11-05 08:16:00,education
36439,188716030,5127d88748036f1cef737b1939e70be260ccbc6a1dc8f07e7ba3c1fe8208edb9,6.920810222625732,79.86260223388672,6.906310081481934,79.85050201416016,2019-11-05 08:03:00,2019-11-05 07:56:00,2019-11-05 08:37:00,education
36445,188716192,1c387123249a20db1fc53a168a87a3dae6080352c0e17daf32d730c63888c0ab,6.945459842681885,79.856201171875,6.914030075073242,79.87870025634766,2019-11-05 08:01:00,2019-11-05 07:57:00,2019-11-05 08:31:00,education
36446,188716198,7b56ae8a2b1ebd4023895109316fd8dc49d971d3eb67522a62bcd88fca36cfb4,6.92071008682251,79.86840057373047,6.922810077667236,79.8656005859375,2019-11-05 07:59:00,2019-11-05 07:57:00,2019-11-05 08:02:00,education
36448,188716207,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.913280010223389,79.86699676513672,6.914169788360596,79.8729019165039,2019-11-05 07:57:00,2019-11-05 07:57:00,2019-11-05 08:00:00,education
36449,188716223,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.913579940795898,79.87760162353516,6.887499809265137,79.88330078125,2019-11-05 07:57:00,2019-11-05 07:57:00,2019-11-05 08:11:00,education
36453,188716297,719dfb4e0d8d2393823dffc6f46b4100850c224fc08a3429b3b11dc40e9c846c,6.889309883117676,79.92939758300781,6.9085001945495605,79.8927993774414,2019-11-05 08:08:00,2019-11-05 07:57:00,2019-11-05 08:29:00,education
36456,188716344,07053d9b5db912c4744b4eae17d85e8becbef2c48a68dfedc939979df65497eb,6.940169811248779,79.85700225830078,6.917900085449219,79.87190246582031,2019-11-05 08:05:00,2019-11-05 07:57:00,2019-11-05 08:24:00,education
36458,188716396,5802f8111cbd8668a25c469f48f8fd9619f040edfd8c5210f631893376b50942,6.882969856262207,79.86260223388672,6.911419868469238,79.87059783935547,2019-11-05 08:03:00,2019-11-05 07:58:00,2019-11-05 08:27:00,education
36460,188716418,1fb104e35c7633f282e95c5d413bdf2bfaefcf55838e187a82cb97ab8a6af7fd,6.885839939117432,79.89029693603516,6.8864898681640625,79.87699890136719,2019-11-05 08:07:00,2019-11-05 07:58:00,2019-11-05 08:42:00,education
36462,188716473,4f60b4770ced75f3428b608453ddd03932b73ff927bc40adf63dd8e59baf01fb,6.972690105438232,79.87370300292969,6.921440124511719,79.87449645996094,2019-11-05 08:23:00,2019-11-05 07:58:00,2019-11-05 08:50:00,education
36466,188716518,b809dbdd96ac8e674444501927c8c0cce2bbab310055e02694af39b41086601a,6.928440093994141,79.8646011352539,6.9214301109313965,79.8644027709961,2019-11-05 08:07:00,2019-11-05 07:58:00,2019-11-05 08:14:00,education
36470,188716592,5e3086912649f22280d9cbd16d448319481a7930ed87abe47eded993a4f89da5,6.886360168457031,79.94429779052734,6.88394021987915,79.86499786376953,2019-11-05 08:14:00,2019-11-05 07:59:00,2019-11-05 08:55:00,education
36471,188716594,c2363ea5d35df8b7bce688a4e292bf0123ef01e5e40b7a9cc2f576174a047d7e,6.859799861907959,79.87899780273438,6.88923978805542,79.88739776611328,2019-11-05 08:04:00,2019-11-05 07:59:00,2019-11-05 08:38:00,education
36477,188716685,4a381e6eb9c1a4ec3b0240358a727f44ff25419f0f97e9db2fdf01520b4af2a3,6.870729923248291,79.89659881591797,6.8874897956848145,79.8843994140625,2019-11-05 08:12:00,2019-11-05 07:59:00,2019-11-05 08:36:00,education
36478,188716692,49eff56ec18f9b67669cecb6b2172420eb0dbc9ef6f6f671d59724ae731e6230,6.9248199462890625,79.86380004882812,6.912630081176758,79.87429809570312,2019-11-05 08:05:00,2019-11-05 07:59:00,2019-11-05 08:18:00,education
36479,188716697,1895527e8126c3eb0a6f89fe73de42ed827f08fcc45f8978fef7ac807521be41,6.904860019683838,79.86579895019531,6.901810169219971,79.86380004882812,2019-11-05 08:00:00,2019-11-05 07:59:00,2019-11-05 08:02:00,education
36481,188716709,01a7cca2f3f9c58332bcef259c61e7581791facab86fb660ecc63946f28c6664,6.909409999847412,79.86229705810547,6.880350112915039,79.8595962524414,2019-11-05 08:05:00,2019-11-05 07:59:00,2019-11-05 08:15:00,education
36482,188716716,6c9cb4e496e28c16f46a8e90d5b8fca1ab56d97a8f5c014d89575cca62e67409,6.872640132904053,79.87640380859375,6.890580177307129,79.88700103759766,2019-11-05 08:07:00,2019-11-05 07:59:00,2019-11-05 08:34:00,education
36486,188716807,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.93189001083374,79.8667984008789,6.896299839019775,79.86019897460938,2019-11-05 08:00:00,2019-11-05 08:00:00,2019-11-05 08:30:00,education
36489,188716854,d8aa2191956486146aaafdae9b287e98acd3c0e8ae969ce9ef28c3dd053af823,6.895780086517334,79.8604965209961,6.9087300300598145,79.85050201416016,2019-11-05 08:04:00,2019-11-05 08:00:00,2019-11-05 08:12:00,education
36490,188716867,a5bfbfe48ee755f5ab94bfde94febf810d7657b6a3eb652d792d9f8a1ec45cd8,6.934969902038574,79.85289764404297,6.910550117492676,79.8948974609375,2019-11-05 08:02:00,2019-11-05 08:00:00,2019-11-05 08:34:00,education
36493,188716933,f24ec603ff35e3455a6613644c79bada4cbdf882a8062b6a56bf4793940fc162,6.918270111083984,79.87100219726562,6.917500019073486,79.8750991821289,2019-11-05 08:05:00,2019-11-05 08:00:00,2019-11-05 08:07:00,education
36494,188716939,26853be68f7626eb921c45e74d7873b8988b4a1e2ac5b3c5eb5f5d64bcdda9dc,6.871970176696777,79.91429901123047,6.873610019683838,79.89129638671875,2019-11-05 08:07:00,2019-11-05 08:00:00,2019-11-05 08:20:00,education
36496,188716992,f8d8e0d1c73070c85bb4b62d0eb2c13cc8a77ff3779cd0d6802fe56f36e65b40,6.8657097816467285,79.8927001953125,6.901370048522949,79.85929870605469,2019-11-05 08:10:00,2019-11-05 08:01:00,2019-11-05 08:43:00,education
36499,188717002,a66af60b64860174e5740ef72513995ed7b41a02cabade3cc9435f23b06a04f8,6.862820148468018,79.86190032958984,6.905240058898926,79.85070037841797,2019-11-05 08:15:00,2019-11-05 08:01:00,2019-11-05 08:26:00,education
36502,188717068,ea771183849a34cdab8a47474d847f0267aa6e8c814d9cff3448f16525f90033,6.861929893493652,79.86309814453125,6.883220195770264,79.86100006103516,2019-11-05 08:07:00,2019-11-05 08:01:00,2019-11-05 08:19:00,education
36506,188717128,d3a8c3c81d7f8fbe99eb094ec3a9a369278781394c4d0ac5961d1563071d2055,6.868490219116211,79.88529968261719,6.8976898193359375,79.87699890136719,2019-11-05 08:09:00,2019-11-05 08:01:00,2019-11-05 08:41:00,education
36508,188717170,2064e2611e20af8bf3c27bd673034feeed5faabde45e7f8b43aae75e0c1e9d1a,6.835969924926758,79.89669799804688,6.902239799499512,79.86209869384766,2019-11-05 08:15:00,2019-11-05 08:02:00,2019-11-05 09:03:00,education
36518,188717380,1d837d18dcac8df3062b72ec12f8c49b6ef9332f36a81d5f96ecd0d4654edb41,6.875879764556885,79.87799835205078,6.910610198974609,79.85269927978516,2019-11-05 08:13:00,2019-11-05 08:03:00,2019-11-05 08:38:00,education
36523,188717485,9886a8c57d4c87e15184ba4ce0f45ca660256ea20230a1c189cde40151254cdf,6.894360065460205,79.87930297851562,6.9022698402404785,79.8550033569336,2019-11-05 08:07:00,2019-11-05 08:03:00,2019-11-05 08:21:00,education
36526,188717518,e74a5c3f3a0df05dc4b250e8e74cf59dfee8a72f53ceab8fee5768334f30143b,6.877140045166016,79.86920166015625,6.86460018157959,79.86419677734375,2019-11-05 08:09:00,2019-11-05 08:03:00,2019-11-05 08:16:00,education
36528,188717548,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.89723014831543,79.86009979248047,6.902400016784668,79.8738021850586,2019-11-05 08:04:00,2019-11-05 08:04:00,2019-11-05 08:12:00,education
36529,188717576,bcf9a90961eff1ac94a351f509a1d65efafa470bee29619d24dc7a97da8be7c6,6.913849830627441,79.88040161132812,6.896269798278809,79.85780334472656,2019-11-05 08:13:00,2019-11-05 08:04:00,2019-11-05 08:31:00,education
36535,188717752,4fa2ffc9629fca2d3abc875ea696b368dbef3e70c89f6ffaf9fae5ff52a710a9,6.842390060424805,79.96959686279297,6.887589931488037,79.88729858398438,2019-11-05 08:08:00,2019-11-05 08:05:00,2019-11-05 08:48:00,education
36542,188717829,ff26747160da84eb7026f64ce36b0cbe1d007579640036f57172ed08e0bf4f4b,6.937180042266846,79.85440063476562,6.9070000648498535,79.85870361328125,2019-11-05 08:11:00,2019-11-05 08:05:00,2019-11-05 08:25:00,education
36544,188717837,afb9c0b644926cbac75da65d3e3172b5c1ce2af644dfb5ee85f7551f51df0a07,6.89654016494751,79.87590026855469,6.918310165405273,79.87969970703125,2019-11-05 08:08:00,2019-11-05 08:05:00,2019-11-05 08:21:00,education
36548,188717894,68e0c39e3d9de11ea45a8b50aa08ac806db492c07db58944eefa6a144a082cba,6.923580169677734,79.84970092773438,6.913489818572998,79.85359954833984,2019-11-05 08:09:00,2019-11-05 08:05:00,2019-11-05 08:13:00,education
36552,188717957,8ba7f769edbe6246f57653e6d95c881479c993c901fd59bf8ab68b40152fea5d,6.856929779052734,79.91470336914062,6.880040168762207,79.85970306396484,2019-11-05 08:15:00,2019-11-05 08:05:00,2019-11-05 08:50:00,education
36558,188718024,ab2950a7ab00282c6de6ec1df29a552d11d6acf5c4a47cb1681eb9b43b5936c5,6.885769844055176,79.88079833984375,6.862390041351318,79.9011001586914,2019-11-05 08:09:00,2019-11-05 08:06:00,2019-11-05 08:21:00,education
36559,188718029,ee1c78e1890df20289ced56553c16e5ee5c46c5eec48049f36a2ab14950e8f2a,6.884389877319336,79.856201171875,6.88332986831665,79.8844985961914,2019-11-05 08:11:00,2019-11-05 08:06:00,2019-11-05 08:31:00,education
36561,188718064,eb8924753fe3c9280ba364556f651faa533f91cc31e028b1ee736b6862d34d69,6.874209880828857,79.86209869384766,6.909480094909668,79.87100219726562,2019-11-05 08:13:00,2019-11-05 08:06:00,2019-11-05 08:34:00,education
36566,188718115,68484c9b1c01c9326318d5ae6cd91750d7e448ca69047c9ca6308660f96a3f84,6.852729797363281,79.8646011352539,6.896570205688477,79.87629699707031,2019-11-05 08:11:00,2019-11-05 08:06:00,2019-11-05 08:34:00,education
36568,188718145,2b1aa576bd0c7ae26e12763ddea7152ddd0dbb8347fdb5d8978f491fb7896ab4,6.892600059509277,79.86009979248047,6.878349781036377,79.872802734375,2019-11-05 08:16:00,2019-11-05 08:06:00,2019-11-05 08:25:00,education
36574,188718252,f6010129c4cf8554ee0ffd80edceca798edb0106b4310ea5bf51caf2411c216c,6.873849868774414,79.86599731445312,6.9041900634765625,79.8541030883789,2019-11-05 08:13:00,2019-11-05 08:07:00,2019-11-05 08:27:00,education
36576,188718270,0d4876aa982c9466bceb7a459e4f12781c7d52465b40f30f07231313fbb0611c,6.883110046386719,79.86859893798828,6.899040222167969,79.87229919433594,2019-11-05 08:11:00,2019-11-05 08:07:00,2019-11-05 08:23:00,education
36577,188718288,50f25c0b8374c69c88c9bdf68430b9b7a079daa4e0ef6c31d16b0fcd6831c1f1,6.96127986907959,79.8635025024414,6.918290138244629,79.87969970703125,2019-11-05 08:13:00,2019-11-05 08:07:00,2019-11-05 08:42:00,education
36582,188718390,9ee49fd9af91a7bff82e5f744427dad854899ebe087b4149c364191278e42a95,6.888519763946533,79.85810089111328,6.91372013092041,79.86489868164062,2019-11-05 08:13:00,2019-11-05 08:08:00,2019-11-05 08:27:00,education
36585,188718439,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.9202799797058105,79.85810089111328,6.9176201820373535,79.86360168457031,2019-11-05 08:08:00,2019-11-05 08:08:00,2019-11-05 08:24:00,education
36591,188718538,b29fd7ba4f81320d725d846d2d60800e2f55e4f0bebced6a1635a5102be1f0a5,6.895040035247803,79.92030334472656,6.899750232696533,79.8772964477539,2019-11-05 08:14:00,2019-11-05 08:08:00,2019-11-05 08:49:00,education
36593,188718554,ba0a2b232a6ddee0e922c2681454db56941276f647c363e7375ddcde866feacb,6.902900218963623,79.8572006225586,6.894989967346191,79.8572006225586,2019-11-05 08:21:00,2019-11-05 08:08:00,2019-11-05 08:25:00,education
36597,188718641,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.912149906158447,79.8948974609375,6.869349956512451,79.88939666748047,2019-11-05 08:09:00,2019-11-05 08:09:00,2019-11-05 08:34:00,education
36607,188718809,b58b8cb7c96c599f87d2e986d424a9edc142128f4cc9d3465a296d380fe0d2c7,6.8664398193359375,79.87480163574219,6.919489860534668,79.8646011352539,2019-11-05 08:13:00,2019-11-05 08:09:00,2019-11-05 08:56:00,education
36620,188719034,9d01a3c8acc5f5e1106041101b270a34a5aebe0b007a97ca9734000207d2e9f5,6.897299766540527,79.87930297851562,6.916860103607178,79.84809875488281,2019-11-05 08:15:00,2019-11-05 08:10:00,2019-11-05 08:36:00,education
36625,188719109,650d08cb311882a59120c8831345988b0f688e739c81b6c32777cf73a1c61dcc,6.932980060577393,79.84380340576172,6.922959804534912,79.86720275878906,2019-11-05 08:13:00,2019-11-05 08:11:00,2019-11-05 08:22:00,education
36627,188719127,f77bb674311849b2e20b764d0e5363c4f92883be6d0303c586b36b0112d4b517,6.840159893035889,79.94850158691406,6.864779949188232,79.8634033203125,2019-11-05 08:17:00,2019-11-05 08:11:00,2019-11-05 09:03:00,education
36628,188719180,489e8a9e02b3e778b71442d3408637d22a2576d09b0dcc9a82c6b9a923a0e77d,6.894909858703613,79.88289642333984,6.905920028686523,79.90019989013672,2019-11-05 08:14:00,2019-11-05 08:11:00,2019-11-05 08:25:00,education
36629,188719216,fc472a16d0069b183cfa2168fe04f180ef0f046f28a10ed78e52c911b9d66f3e,6.909729957580566,79.96420288085938,6.907780170440674,79.89939880371094,2019-11-05 08:20:00,2019-11-05 08:11:00,2019-11-05 09:00:00,education
36630,188719218,417d3ed27f896f822c26b7198a5b8cd006cf77862da3c5b54aae315dbac4395b,6.86745023727417,79.89219665527344,6.851570129394531,79.86599731445312,2019-11-05 08:19:00,2019-11-05 08:11:00,2019-11-05 08:41:00,education
36631,188719222,f876f14dfc38c2925177173be7b7b4b563cec22e60b3ec6fcb9d931a5f98f7fd,6.82480001449585,79.86589813232422,6.911819934844971,79.85990142822266,2019-11-05 08:23:00,2019-11-05 08:11:00,2019-11-05 08:59:00,education
36632,188719236,1fa0432ec03e53bd638ca52d6ed1356bb0737b9b9346bf15b12c11bfd613f634,6.855770111083984,79.87159729003906,6.888309955596924,79.85780334472656,2019-11-05 08:23:00,2019-11-05 08:11:00,2019-11-05 08:51:00,education
36644,188719451,61b04c3911094268794ae43a63c55e220acfc69c544fd9ec892a98e9b5bd4898,6.890940189361572,79.87370300292969,6.920129776000977,79.86669921875,2019-11-05 08:23:00,2019-11-05 08:12:00,2019-11-05 08:41:00,education
36660,188719824,2e00b312b0a9681bef09f9085a4e918b8fceb0c0b1c043dc17c90beef5fa446c,6.909440040588379,79.87149810791016,6.911320209503174,79.8760986328125,2019-11-05 08:14:00,2019-11-05 08:14:00,2019-11-05 08:17:00,education
36661,188719848,6b868729cbe2df9fd49eba25c0a134a6a9fbf2790842477b65950f80e2bbc3e4,6.905980110168457,79.88700103759766,6.897940158843994,79.8832015991211,2019-11-05 08:27:00,2019-11-05 08:27:00,2019-11-05 08:28:00,education
36662,188719886,239a4c90fd0da3cc14e4127f24e98e0705e0c5152e48df90ec37e253a5067f9b,6.894320011138916,79.86139678955078,6.893370151519775,79.85330200195312,2019-11-05 08:17:00,2019-11-05 08:14:00,2019-11-05 08:22:00,education
36663,188719890,c77ac8cc8f426bfd7f1f3023ca531fc5039732a03795e033050a3624028acdc2,6.83597993850708,79.92579650878906,6.864349842071533,79.89810180664062,2019-11-05 08:22:00,2019-11-05 08:14:00,2019-11-05 08:36:00,education
36666,188719945,1ac6d62156549c474e950ab50f862197cfcb362f12541897f1a2fbe4ec310068,6.9026198387146,79.85310363769531,6.895020008087158,79.85710144042969,2019-11-05 08:18:00,2019-11-05 08:14:00,2019-11-05 08:25:00,education
36674,188720043,3c8c55cc52a9d08f586f9ae0a9f20d0d4c0baf89592043e3d8f54a175790c99e,6.883480072021484,79.85559844970703,6.8826398849487305,79.88739776611328,2019-11-05 08:22:00,2019-11-05 08:15:00,2019-11-05 08:54:00,education
