"","education","work","residential","personal","transit","medical","shopping","recreational","dining"
"1",4.13926828745457e-54,2.02769899394676e-50,0.38532768578965,0.000310435332506164,0.170373072746979,3.06936817720484e-18,4.10674180621855e-54,0.00364029352475304,3.25831105882687e-12
